geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_white,prc_white_unreliable_flag,cvapdens,cvapdens_unreliable_flag,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop10,areakm,popdens,prc_native,vbm_rate_tot,vbm_rate_lat,vbm_rate_asn,vbm_rate_youth
4007000100,7,0.02321,1,0.98176,0,0.18347,0,0.0764,0,0.04101,1,0.0,1,0.0,1,0.04182,1,0.93325,0,0.05395,0,0.0,1,0.03378,0.0706,2949,460.25011,6.40739,0.0061,0.75464,0.70833,0.0,0.67741
4007000200,7,0.00668,1,0.99172,0,0.22926,0,0.11619,0,0.05083,0,0.00299,1,0.0,1,0.06365,0,0.92354,0,0.04721,0,0.10864,0,0.05422,0.03873,2227,543.38312,4.0984,0.00584,0.79107,0.787,1.0,0.73844
4007000301,7,0.00285,1,0.97411,0,0.15303,0,0.13891,0,0.07481,0,0.01672,1,0.01964,1,0.03797,0,0.86758,0,0.1256,0,0.38189,0,0.15441,0.06417,5810,8.94465,649.55031,0.02444,0.83935,0.64994,1.0,0.70026
4007000302,7,0.01859,1,0.98639,0,0.21508,0,0.21025,0,0.06442,0,0.0,1,0.0,1,0.01602,1,0.95857,0,0.0578,0,0.0,1,0.0298,0.07509,2911,681.07826,4.2741,0.00653,0.77878,0.66929,0.99999,0.59788
4007000400,7,0.02877,1,0.97988,0,0.13155,0,0.09365,0,0.02635,1,0.0091,1,0.01413,1,0.08024,0,0.87449,0,0.08634,0,0.23856,0,0.09026,0.06604,4481,88.03483,50.90031,0.01116,0.79022,0.74706,1.0,0.67816
4007000500,7,0.04012,1,0.94013,0,0.1877,0,0.17652,0,0.04342,0,0.00249,1,0.00325,1,0.07383,1,0.87758,0,0.10597,0,0.0,1,0.09921,0.12259,5429,284.25058,19.09935,0.03408,0.79061,0.69262,1.0,0.59703
4007000600,7,0.00999,1,1.0,0,0.26219,0,0.22126,0,0.07223,0,0.0,1,0.0,1,0.07945,1,0.85095,0,0.03035,0,0.04616,0,0.00653,0.03661,1640,1313.35601,1.24871,0.02317,0.70135,0.6376,1.0,0.8354
4007000700,7,0.00109,1,0.95005,0,0.30972,0,0.15899,0,0.01183,1,0.0,1,0.0129,1,0.00914,1,0.97796,0,0.03902,0,0.16593,0,0.01135,0.04317,1710,2077.79837,0.82299,0.00819,0.74811,0.72002,,0.79698
4007000800,7,0.0703,1,0.88246,0,0.32932,0,0.18096,0,0.03008,1,0.0,1,0.0,1,0.52381,0,0.44027,0,0.02095,0,0.0,1,0.04244,0.03657,1281,662.78192,1.93276,0.01327,0.7281,0.72421,,0.55345
4007000900,7,0.11613,0,0.9179,0,0.15741,0,0.27423,0,0.04527,0,0.0,1,0.0,1,0.53971,0,0.43155,0,0.04709,0,0.46504,0,0.10375,0.02923,2884,17.39069,165.83583,0.02115,0.71813,0.74598,,0.67634
4007001000,7,0.07891,0,0.96854,0,0.19896,0,0.25181,0,0.05127,0,0.03204,1,0.0,1,0.37751,0,0.55137,0,0.08442,0,0.20045,0,0.03889,0.08149,5094,922.14968,5.52405,0.02199,0.70563,0.71683,1.0,0.624
4007001100,7,0.01895,1,0.93121,0,0.13686,0,0.17506,0,0.12252,0,0.01497,1,0.0049,1,0.44868,0,0.4367,0,0.07081,0,0.28023,0,0.0941,0.04678,3852,23.76484,162.08819,0.05088,0.77812,0.74331,1.0,0.71113
4007001200,7,0.03775,0,0.92593,0,0.19068,0,0.19931,0,0.07958,0,0.00835,1,0.01145,0,0.35423,0,0.56832,0,0.0914,0,0.31907,0,0.18251,0.07359,5023,179.87598,27.9248,0.06092,0.737,0.76149,1.0,0.64298
4007001300,7,0.08287,0,0.89325,0,0.17418,0,0.16878,0,0.10073,0,0.00181,1,0.0,1,0.66515,0,0.33303,0,0.0218,0,0.10177,0,0.00284,0.02149,1340,382.10077,3.50693,0.01343,0.70938,0.73047,1.0,0.61329
4007940200,7,0.05701,0,0.75494,0,0.1018,0,0.52136,0,0.08864,0,0.0,1,0.00307,1,0.02545,0,0.00878,1,0.03203,0,0.43448,0,,0.05047,1678,2138.44679,0.78468,0.98272,0.144,0.49989,0.75,0.0
4007940400,7,0.10528,0,0.78003,0,0.15362,0,0.5014,0,0.11817,0,0.0096,1,0.0,1,0.0665,0,0.01484,0,0.08526,0,0.16607,0,0.05592,0.14338,5288,2636.60664,2.00561,0.96596,0.23103,0.18182,1.0,0.22807
