Unnamed: 0,county_code,name,address,lat,lon
1,1,,CORNFIELDS CHAPTER HOUSE GANADO AZ 86505,35.65179,-109.68053
2,1,,COTTONWOOD CHAPTER HOUSE CHINLE AZ 86503,36.0731,-109.88662
3,1,,75 W CLEVELAND ST JOHNS AZ 85936,34.5071,-109.3658
4,1,,DENNEHOTSO CHAPTER HOUSE DENNEHOTSO AZ 86535,36.84056,-109.8522
5,1,,22 WEST 2ND STREET EAGAR AZ 86529,34.10785,-109.29217
6,1,,#12 COUNTRY ROAD 2061 ALPINE AZ 85920,33.84783,-109.1405
7,1,,22 WEST 2ND STREET EAGAR AZ 86529,34.10785,-109.29217
8,1,,FT DEFIANCE CHAPTER HOUSE FT DEFIANCE AZ 86504,35.74069,-109.07392
9,1,,GANADO USD (FIELDHOUSE) GANADO AZ 86505,35.7136,-109.53373
10,1,,GANADO USD (FIELDHOUSE) GANADO AZ 86505,35.7136,-109.53373
11,1,,38974 STATE ROUTE 373 GREER AZ 85927,34.0219,-109.45099
12,1,,HOUCK CHAPTER HOUSE HOUCK AZ 86506,35.28487,-109.21314
13,1,,KINLICHEE CHAPTER HOUSE ST MICHAELS AZ 86511,35.65264,-109.09416
14,1,,KLAGETOH CHAPTER HOUSE KLAGETOH AZ 86505,35.49946,-109.53057
15,1,,LUKACHUKAI CHAPTER HOUSE LUKACHUKAI AZ 86507,36.409,-109.24691
16,1,,ROUTE 12 LUPTON AZ 86508,35.36298,-109.04825
17,1,,103 S CADY MCNARY AZ 85930,34.07187,-109.85392
18,1,,MANY FARMS CHAPTER HOUSE MANY FARMS AZ 86538,36.35379,-109.62006
19,1,,MEXICAN WATER CHAPTER MEXICAN WATER AZ 86514,36.96483,-109.63736
20,1,,NAZLINI CHAPTER HOUSE NAZLINI AZ 86540,35.89792,-109.44468
21,1,,COUNTY RD 2016 #8 NUTRIOSO AZ 85932,33.95267,-109.20872
22,1,,12 AZ-264 OAK SPRINGS AZ 86515,35.66506,-109.05688
23,1,,NAHATA DZIIL COMMISSION GOVERNANCE SANDERS AZ 86512,35.1964,-109.31372
24,1,,"HWY 160, MILE POST 448 RED MESA AZ 86514",36.96247,-109.38115
25,1,,RED VALLEY CHAPTER HOUSE RED VALLEY AZ 86544,36.59781,-109.05944
26,1,,ROCK POINT SENIOR CENTER ROCK POINT AZ 86545,36.71987,-109.62649
27,1,,ROUGH ROCK CHAPTER HOUSE ROUGH ROCK AZ 86503,36.41203,-109.86132
28,1,,ROUND ROCK CHAPTER HOUSE ROUND ROCK AZ 86547,36.50798,-109.46844
29,1,,418 EAST MAIN STREET SPRINGERVILLE AZ 85938,34.13241,-109.28167
30,1,,75 W CLEVELAND ST JOHNS AZ 85936,34.5071,-109.3658
31,1,,ST. MICHAELS CHAPTER HOUSE St. Michaels AZ 85611,35.65264,-109.09416
32,1,,SAWMILL SENIOR CENTER SAWMILL AZ 86504,35.89871,-109.16585
33,1,,418 EAST MAIN STREET SPRINGERVILLE AZ 85938,34.13241,-109.28167
34,1,,US HWY 191 CHINLE AZ 86503,36.15785,-109.5827
35,1,,STEAMBOAT CHAPTER HOUSE STEAMBOAT AZ 86505,35.74739,-109.85605
36,1,,SWEETWATER CHAPTER HOUSE SWEETWATER AZ 86514,36.85241,-109.42552
37,1,,BLUE GAP/TACHEE CHAPTER HOUSE BLUE GAP AZ 86520,36.17129,-109.94515
38,1,,TEEC NOS POS ROAD YARD  TEEC NOS POS AZ 86514,37.05567,-109.26736
39,1,,90 CR 3142 VERNON AZ 85940,34.25496,-109.69261
40,1,,US HWY 191 CHINLE AZ 86503,36.15785,-109.5827
41,1,,TSAILE/WHEATFIELDS CHAPTER HOUSE TSAILE AZ 86556,36.23715,-109.1267
42,1,,WIDE RUINS SCHOOL WIDE RUINS AZ 86502,35.41964,-109.49692
43,1,,HWY 264 AND POSTAL LOOP RD WINDOW ROCK AZ 86515,35.6675,-109.05292
44,1,,6 COUNTRY ROAD 5101 CONCHO AZ 85929,34.42261,-109.64055
