,osm_id,code,fclass,name,lon,lat
0,359286693,2005,post_office,Aripine Post Office,-110.4029,34.37393
1,359287135,2005,post_office,Clay Springs Post Office,-110.29651,34.36254
2,359287161,2005,post_office,Overgaard Post Office,-110.55401,34.38893
3,359287165,2005,post_office,Pinedale Post Office,-110.24956,34.30643
4,366219771,2002,fire_station,Chuck Box Fire Station,-110.66984,34.24449
5,366219774,2002,fire_station,Limestone Fire Station,-110.27317,34.18004
6,359287145,2005,post_office,Hotevilla Post Office,-110.66847,35.9225
7,359287152,2005,post_office,Kayenta Post Office,-110.25597,36.72417
8,359287154,2005,post_office,Keams Canyon Post Office,-110.19707,35.81167
9,359287158,2005,post_office,Oraibi Post Office,-110.61847,35.875
10,359287170,2005,post_office,Pinon Post Office,-110.22652,36.10083
11,359287174,2005,post_office,Polacca Post Office,-110.38096,35.8375
12,359287177,2005,post_office,Second Mesa Post Office,-110.49569,35.79195
13,366219435,2099,public_building,Hopi Tribal Offices - Polacca,-110.38124,35.83667
14,366219616,2099,public_building,Hopi Tribal Offices,-110.62326,35.86855
15,359287139,2005,post_office,Fort Apache Post Office,-109.9876,33.79088
16,359287167,2005,post_office,Pinetop Post Office,-109.93733,34.12477
17,359287184,2005,post_office,White Mountain Lake Post Office,-109.99233,34.3531
18,359287186,2005,post_office,Whiteriver Post Office,-109.96454,33.83477
19,366219658,2002,fire_station,Whiteriver Fire Station,-109.96621,33.83616
20,366219997,2099,public_building,Arizona Game and Fish Region One Office,-109.92066,34.12421
21,366220055,2008,town_hall,Whiteriver City Hall,-109.96454,33.83616
22,4962957805,2001,police,,-109.97634,34.15245
23,359287142,2005,post_office,Holbrook Post Office,-110.15679,34.90197
24,359287149,2002,fire_station,Joseph City Fire District,-110.33399,34.9557
25,359287190,2005,post_office,Winslow Post Office,-110.69681,35.02378
26,366219841,2007,library,Winslow Public Library,-110.69847,35.03391
27,366219848,2007,library,Holbrook Library,-110.16068,34.90503
28,366220004,2099,public_building,Winslow Civic Center,-110.71625,35.01808
29,366220044,2008,town_hall,Winslow City Hall,-110.69791,35.02224
30,366220052,2008,town_hall,Holbrook City Hall,-110.16068,34.90558
31,5129798295,2001,police,Sheriff Navajo County,-110.15919,34.90258
32,5809473822,2005,post_office,UPS Sorting Center,-110.14448,34.92398
33,6179214813,2005,post_office,Joseph City,-110.32539,34.95623
