geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_white,prc_white_unreliable_flag,cvapdens,cvapdens_unreliable_flag,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop10,areakm,popdens,prc_native,vbm_rate_tot,vbm_rate_lat,vbm_rate_asn,vbm_rate_youth
4021000201,21,0.00465,1,0.96309,0,0.03537,1,0.10988,0,0.06577,0,0.03202,1,0.00364,1,0.06117,0,0.86098,0,0.01501,0,0.0,1,0.00358,0.02718,5469,790.15497,6.92143,0.0075,0.70042,0.60459,0.59733,0.55588
4021000204,21,0.01164,1,0.99024,0,0.09947,0,0.06569,0,0.07805,0,0.01449,1,0.02173,0,0.15415,0,0.78677,0,0.0274,0,0.55998,0,0.00404,0.01368,6610,26.53007,249.15127,0.00726,0.73974,0.71502,0.62712,0.5926
4021000205,21,0.04711,0,0.95033,0,0.04995,0,0.08313,1,0.11086,0,0.02195,1,0.02702,0,0.22706,0,0.67601,0,0.0394,0,0.85298,0,0.00254,0.00927,15769,5.16649,3052.1673,0.01116,0.70254,0.63995,0.79704,0.64521
4021000206,21,0.02457,0,0.98123,0,0.02825,0,0.11443,0,0.10938,0,0.00989,1,0.07144,1,0.22684,0,0.65994,0,0.01292,0,0.0,1,0.02331,0.03937,3742,23.40468,159.88252,0.01336,0.68622,0.61259,0.80691,0.62377
4021000207,21,0.05125,0,0.97646,0,0.07961,0,0.10419,0,0.06961,0,0.01386,1,0.04732,0,0.22924,0,0.68212,0,0.02686,0,0.0,1,0.0023,0.0451,11032,278.66118,39.5893,0.00961,0.68566,0.66725,0.68736,0.5666
4021000208,21,0.06855,1,0.99306,0,0.21347,0,0.10092,0,0.09087,0,0.00524,1,0.03145,1,0.35212,0,0.56881,0,0.00526,0,0.0,1,0.00205,0.01611,1688,64.50922,26.1668,0.01422,0.67097,0.64343,0.66474,0.60876
4021000209,21,0.08578,0,0.98317,0,0.06508,0,0.08639,0,0.06795,0,0.01653,1,0.03751,0,0.25139,0,0.66317,0,0.02565,0,0.53638,0,0.00214,0.01719,8511,8.94644,951.32775,0.01351,0.69964,0.63104,0.56723,0.64803
4021000210,21,0.05206,0,0.98442,0,0.10832,0,0.06819,0,0.10877,0,0.07037,0,0.01834,1,0.34831,0,0.53685,0,0.01962,0,0.43778,0,0.0057,0.01838,8472,11.49106,737.26871,0.01582,0.66173,0.64179,0.7593,0.54928
4021000211,21,0.0367,1,0.99169,0,0.10125,0,0.1382,0,0.05629,0,0.02923,1,0.02344,1,0.2114,0,0.69292,0,0.00867,0,0.56701,0,0.00107,0.00711,4465,5.43419,821.64976,0.01232,0.62755,0.62687,1.0,0.58163
4021000212,21,0.01465,1,1.0,0,0.08128,0,0.12846,0,0.05573,0,0.00794,1,0.04285,0,0.18966,0,0.6839,0,0.01446,0,0.45302,0,0.00279,0.0127,5970,11.20427,532.83277,0.0134,0.63733,0.52153,0.27957,0.51287
