geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_white,prc_white_unreliable_flag,cvapdens,cvapdens_unreliable_flag,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop10,areakm,popdens,prc_native,vbm_rate_tot,vbm_rate_lat,vbm_rate_asn,vbm_rate_youth
4021000213,21,0.01659,1,0.95453,0,0.07551,0,0.05776,0,0.07785,0,0.01479,1,0.11184,0,0.14051,0,0.67829,0,0.02913,0,0.29007,0,0.00579,0.03123,12093,17.01978,710.52612,0.01034,0.6992,0.57799,0.4708,0.56848
4021000214,21,0.0406,0,0.97929,0,0.11681,0,0.09021,0,0.07359,0,0.03522,0,0.03957,0,0.24563,0,0.63271,0,0.02225,0,0.17341,0,0.00303,0.02773,9099,6.86599,1325.22856,0.01231,0.67817,0.64586,0.75524,0.58344
4021000215,21,0.04874,1,0.97987,0,0.10594,0,0.05737,0,0.05755,0,0.01335,1,0.0,1,0.18324,0,0.76243,0,0.00549,0,0.06689,0,0.00478,0.00656,2314,81.08977,28.53628,0.00475,0.74509,0.66669,0.99981,0.67147
4021000307,21,0.03439,1,0.99313,0,0.19927,0,0.1301,0,0.0436,1,0.02552,1,0.0,1,0.04821,1,0.92201,0,0.00806,0,0.0,1,0.00891,0.0182,2426,26.62033,91.13337,0.00742,0.67227,0.60788,1.0,0.57967
4021000308,21,0.17731,0,0.90173,0,0.22713,0,0.18279,0,0.03822,1,0.0,1,0.0,1,0.23877,0,0.70471,0,0.01366,0,0.57943,0,0.0053,0.00733,4966,3.88485,1278.2974,0.00967,0.68471,0.64005,0.75,0.49025
4021000309,21,0.0,1,0.95575,0,0.20166,0,0.1436,0,0.04327,0,0.0,1,0.02034,1,0.06189,1,0.85759,0,0.01029,0,0.64719,0,0.05361,0.00516,2778,3.87873,716.2129,0.01584,0.66271,0.59352,1.0,0.59777
4021000310,21,0.01543,1,0.98291,0,0.14614,0,0.18871,0,0.0637,0,0.00741,1,0.0,1,0.09659,1,0.87407,0,0.00959,0,0.46115,0,0.00377,0.00782,3022,8.54121,353.81415,0.0096,0.68362,0.59328,0.62027,0.5689
4021000311,21,0.00593,1,0.97703,0,0.15892,0,0.02228,1,0.0281,1,0.00377,1,0.0,1,0.07882,0,0.89376,0,0.00824,0,0.40371,0,0.00239,0.00823,2888,16.58375,174.14639,0.0045,0.68332,0.60647,0.6,0.58324
4021000312,21,0.07275,0,0.92562,0,0.1549,0,0.21027,0,0.07506,0,0.00266,1,0.03407,1,0.28587,0,0.63721,0,0.0092,0,0.44444,0,0.01568,0.00765,3773,2.51524,1500.0584,0.00742,0.67201,0.61743,0.13614,0.54364
4021000313,21,0.04297,1,0.91048,0,0.19681,0,0.19367,0,0.046,0,0.0,1,0.00646,1,0.11539,0,0.84628,0,0.01351,0,0.36206,0,0.00502,0.01012,4152,2.58814,1604.24059,0.00915,0.75099,0.60377,0.0,0.45283
4021000314,21,0.02654,1,0.97824,0,0.20839,0,0.2091,0,0.07542,0,0.00481,1,0.0116,1,0.19708,0,0.69849,0,0.01541,0,0.3777,0,0.00233,0.01563,5230,2.5781,2028.62731,0.0174,0.65235,0.57459,0.0,0.4466
4021000315,21,0.03004,0,0.92368,0,0.31814,0,0.24354,0,0.08936,0,0.02627,1,0.00495,1,0.14061,0,0.80103,0,0.01213,0,0.35421,0,0.0057,0.01158,5001,5.09542,981.46884,0.0116,0.68252,0.62543,0.99989,0.55392
4021000316,21,0.00517,1,0.98071,0,0.11811,0,0.05579,0,0.04415,1,0.00507,1,0.01167,1,0.04034,0,0.94025,0,0.02418,0,0.17529,0,0.01302,0.03106,7377,31.88503,231.36246,0.0019,0.74321,0.69345,0.77782,0.58444
4021000317,21,0.02405,1,0.97758,0,0.23764,0,0.06621,0,0.04001,1,0.01237,1,0.0,1,0.02837,1,0.95562,0,0.00727,0,0.84245,0,0.01311,0.00143,2333,5.18203,450.20964,0.00257,0.75379,0.51409,0.99999,0.4662
4021000318,21,0.05177,1,0.96441,0,0.13991,0,0.10878,0,0.04219,0,0.02199,1,0.01271,1,0.14462,0,0.80061,0,0.02036,0,0.95849,0,0.00842,0.00113,6486,5.26354,1232.25004,0.00956,0.74104,0.59655,0.5,0.51471
4021000319,21,0.00933,1,0.98068,0,0.17884,0,0.09017,0,0.00373,1,0.0,1,0.0,1,0.03047,1,0.95211,0,0.00464,0,0.0,1,0.00916,0.02087,1352,95.31446,14.18463,0.00518,0.74308,0.60608,0.61849,0.52336
4021000400,21,0.15279,0,0.94007,0,0.17479,0,0.23857,0,0.06163,0,0.0,1,0.00497,1,0.70577,0,0.277,0,0.00811,0,0.3813,0,0.00904,0.00906,2892,94.05344,30.74848,0.02109,0.60047,0.5894,,0.6187
4021000603,21,0.00845,1,0.98307,0,0.14125,0,0.06099,0,0.02717,0,0.02667,1,0.002,1,0.06801,0,0.88615,0,0.01806,0,0.3075,0,0.00312,0.01523,4939,9.19049,537.40356,0.00405,0.79778,0.70845,0.99992,0.66617
4021000604,21,0.0,1,0.96544,0,0.06926,1,0.03642,0,0.0,1,0.0,1,0.0,1,0.00441,1,0.99559,0,0.01493,0,0.0,1,0.0023,0.0195,4681,93.77872,49.91537,0.00064,0.82563,0.7653,0.50002,0.42442
4021000700,21,0.06099,0,0.9497,0,0.23269,0,0.2486,0,0.06555,0,0.0,1,0.0,1,0.60218,0,0.39382,0,0.00947,0,0.90096,0,0.00652,0.00141,3551,53.75036,66.06467,0.02394,0.66434,0.6786,,0.56802
4021000801,21,0.06508,0,0.98958,0,0.10903,0,0.04566,0,0.076,0,0.01063,1,0.03116,0,0.19684,0,0.69632,0,0.02896,0,0.27322,0,0.01853,0.02947,8774,138.25925,63.46049,0.01037,0.73117,0.69539,0.60656,0.60325
4021000802,21,0.02584,1,1.0,0,0.15768,0,0.08575,0,0.06463,0,0.00183,1,0.02398,1,0.21138,0,0.74065,0,0.01348,0,0.0,1,0.00361,0.02143,4154,2421.87676,1.7152,0.02215,0.69737,0.62543,0.03651,0.55495
4021000803,21,0.12432,0,0.99654,0,0.17303,0,0.25876,1,0.09683,0,0.00576,0,0.12004,0,0.43452,0,0.36589,0,0.0383,0,0.0,1,0.01035,0.00496,12149,220.24029,55.16248,0.1894,0.70037,0.69481,0.0,0.68471
4021000901,21,0.32661,0,0.90611,0,0.14286,0,0.30892,0,0.14946,0,0.00437,1,0.06619,0,0.57473,0,0.25125,0,0.01002,0,0.0,1,0.06344,0.00047,7281,9.02502,806.75713,0.17923,0.76943,0.75395,0.0,0.5
4021000902,21,0.00685,1,0.89153,0,0.10374,0,0.18936,0,0.10783,0,0.0046,1,0.02686,1,0.40944,0,0.5023,0,0.00677,0,0.9133,0,0.03762,0.00095,2327,9.38927,247.83608,0.0563,0.6812,0.68379,0.0,0.70588
4021001000,21,0.05495,0,0.88488,0,0.19524,0,0.3176,0,0.06082,0,0.0,1,0.05058,0,0.53608,0,0.35426,0,0.01069,0,0.32051,0,0.01379,0.01075,4403,37.01303,118.95811,0.07836,0.59684,0.6092,0.89776,0.47384
4021001100,21,0.05531,1,0.95626,0,0.11801,0,0.12475,0,0.08237,0,0.0,1,0.06883,1,0.3896,0,0.42035,0,0.01756,0,0.26833,0,0.03109,0.02107,7279,40.7438,178.65294,0.04259,0.60001,0.55442,1.0,0.42011
4021001200,21,0.08962,0,0.96012,0,0.19772,0,0.23247,0,0.10758,0,0.00228,1,0.02181,0,0.33686,0,0.54455,0,0.01222,0,0.3576,0,0.02693,0.01198,4543,234.60899,19.36413,0.03786,0.6998,0.61875,0.6468,0.57907
4021001301,21,0.06845,0,0.95893,0,0.15675,0,0.2046,0,0.09067,0,0.02415,1,0.01165,1,0.46826,0,0.46243,0,0.01759,0,0.76875,0,0.01284,0.0053,6997,25.88915,270.26761,0.03273,0.70549,0.66929,1.0,0.68597
4021001303,21,0.04721,0,1.0,0,0.10804,0,0.1231,1,0.04585,0,0.03329,1,0.0,1,0.28141,0,0.59987,0,0.00381,0,0.0,1,0.00377,0.01276,1340,44.06847,30.40723,0.01791,0.6742,0.55559,1.0,0.60023
4021001304,21,0.04915,0,0.95738,0,0.18039,0,0.10312,0,0.06561,0,0.03244,0,0.01833,1,0.34854,0,0.54846,0,0.02164,0,0.19304,0,0.00766,0.02646,8772,34.34347,255.41972,0.02576,0.69494,0.60859,0.81661,0.60064
4021001305,21,0.04347,0,0.96695,0,0.17523,0,0.11412,0,0.06958,0,0.00742,1,0.01174,1,0.35221,0,0.54368,0,0.01388,0,0.60334,0,0.01967,0.00855,5331,10.62931,501.53757,0.04146,0.69802,0.59334,0.84328,0.59147
4021001306,21,0.0675,0,0.85971,0,0.23295,0,0.30172,0,0.07078,0,0.01983,0,0.05017,0,0.50107,0,0.37099,0,0.01175,0,0.25272,0,0.01608,0.0126,5179,5.28202,980.49518,0.06102,0.67812,0.60075,0.72494,0.56621
4021001403,21,0.0425,0,0.90576,0,0.14603,0,0.18615,0,0.13931,0,0.00899,1,0.01464,1,0.42197,0,0.31,0,0.01302,0,0.4175,0,0.05879,0.01028,4474,2.6229,1705.74858,0.07734,0.69548,0.6499,0.56273,0.67503
4021001404,21,0.0844,0,0.99326,0,0.11406,0,0.09407,0,0.06893,0,0.0044,1,0.03863,1,0.45917,0,0.45385,0,0.00899,0,0.30603,0,0.00977,0.00899,3809,2.62154,1452.96245,0.0336,0.69946,0.63612,0.48447,0.65841
4021001405,21,0.03534,1,0.92765,0,0.20354,0,0.10768,0,0.0989,0,0.00956,1,0.01959,1,0.31438,0,0.62494,0,0.01108,0,0.32429,0,0.02239,0.00873,3801,5.38517,705.82676,0.02552,0.77484,0.61635,0.57143,0.6
4021001406,21,0.10984,0,0.90606,0,0.20802,0,0.31666,0,0.11489,0,0.00573,1,0.11212,0,0.57702,0,0.22091,0,0.01202,0,0.53341,0,0.03201,0.00628,4827,17.70809,272.58735,0.09219,0.63223,0.61143,0.5,0.53039
4021001407,21,0.0845,0,0.96838,0,0.17344,0,0.22902,0,0.09206,0,0.00267,1,0.00038,1,0.51757,0,0.44805,0,0.00556,0,0.4243,0,0.01265,0.00354,1781,19.09567,93.26722,0.02751,0.77077,0.60537,0.25211,0.60892
4021001408,21,0.04307,1,0.95353,0,0.15261,1,0.03924,0,0.03304,1,0.038,1,0.00743,1,0.14539,0,0.76869,0,0.00694,0,0.40332,0,0.00735,0.00452,1919,20.87704,91.91917,0.01824,0.77034,0.61044,0.26058,0.61081
4021001500,21,0.1953,0,0.88154,0,0.17652,0,0.39234,0,0.1235,0,0.0,1,0.0189,1,0.72355,0,0.19666,0,0.00774,0,0.08386,0,0.07628,0.0088,4038,30.92849,130.55923,0.07702,0.60333,0.55287,0.5,0.47101
4021001600,21,0.20918,0,0.99477,0,0.16424,0,0.24506,0,0.06568,0,0.01028,1,0.03035,1,0.56335,0,0.35908,0,0.01262,0,0.0,1,0.00778,0.02522,5433,297.67743,18.2513,0.04197,0.69759,0.62487,0.99997,0.63742
4021001701,21,0.09814,1,0.9703,0,0.17508,0,0.21784,0,0.03662,1,0.02254,1,0.0,1,0.13333,0,0.79624,0,0.00248,0,0.0,1,0.0026,0.00763,1087,98.07952,11.08284,0.06624,0.64282,0.61002,1.0,0.64657
4021001702,21,0.06384,0,0.98854,0,0.05501,1,0.08546,0,0.06817,0,0.06143,1,0.13317,0,0.28498,0,0.49663,0,0.00518,0,0.09464,0,0.00432,0.00784,2727,11.1615,244.32195,0.01027,0.67899,0.60317,1.0,0.66265
4021001703,21,0.11397,0,0.97774,0,0.12081,0,0.18277,0,0.06766,0,0.05232,0,0.08209,1,0.37077,0,0.43392,0,0.00444,0,0.79539,0,0.01164,0.00141,2001,2.01325,993.9171,0.03048,0.67899,0.60317,1.0,0.66265
4021001704,21,0.05103,0,0.98746,0,0.1097,0,0.1467,0,0.12597,0,0.04661,0,0.11074,0,0.26672,0,0.5243,0,0.01599,0,0.36576,0,0.02255,0.01582,6420,4.52042,1420.2214,0.02632,0.64884,0.63799,0.48245,0.50467
4021001705,21,0.0473,0,0.99368,0,0.12763,0,0.0545,0,0.06131,0,0.08378,0,0.10639,0,0.22858,0,0.505,0,0.01513,0,0.07959,0,0.00165,0.02495,7209,4.03519,1786.53363,0.02317,0.62944,0.64162,0.7,0.53906
4021001706,21,0.02806,0,0.97345,0,0.09781,0,0.05831,0,0.07606,0,0.03162,1,0.09653,0,0.27305,0,0.53659,0,0.01047,0,0.07807,0,0.01247,0.01872,4872,2.45408,1985.26733,0.00965,0.60428,0.57851,0.42857,0.56
4021001707,21,0.0522,0,0.98747,0,0.13829,0,0.07815,0,0.10914,0,0.04912,0,0.24598,0,0.24174,0,0.37599,0,0.01237,0,0.47476,0,0.00147,0.01062,5070,2.61546,1938.47037,0.02465,0.62487,0.58939,0.60616,0.60553
4021001708,21,0.03149,0,0.99344,0,0.06359,0,0.08777,1,0.07847,0,0.02049,0,0.0602,1,0.29357,0,0.60148,0,0.01566,0,0.36189,0,0.00208,0.01548,5979,5.32426,1122.97236,0.01321,0.69241,0.62472,0.72017,0.6094
4021001709,21,0.05469,0,1.0,0,0.09507,0,0.09129,0,0.04266,0,0.04104,1,0.08485,0,0.29652,0,0.55338,0,0.00887,0,0.0,1,0.00089,0.01326,2738,5.16384,530.22591,0.01607,0.73786,0.65677,0.90909,0.58333
4021001710,21,0.02676,1,0.98829,0,0.07229,0,0.05466,0,0.05466,0,0.01182,1,0.07075,1,0.27001,0,0.57705,0,0.0111,0,0.62925,0,0.00055,0.00638,4324,31.74418,136.21393,0.0192,0.67971,0.6,0.56066,0.58667
4021001711,21,0.05009,0,0.98564,0,0.09418,0,0.03971,0,0.10333,0,0.01255,1,0.09607,0,0.32882,0,0.49158,0,0.00701,0,0.0,1,0.0049,0.02493,2157,44.07314,48.94137,0.02782,0.6669,0.63077,0.56482,0.58434
4021001900,21,0.14835,0,0.9375,0,0.09223,0,0.24075,0,0.04655,0,0.00682,1,0.08347,0,0.47913,0,0.27448,0,0.00504,0,0.35917,0,0.01936,0.00437,2571,113.1202,22.72804,0.04979,0.65094,0.58668,0.9821,0.5232
4021002001,21,0.12144,0,0.94672,0,0.1188,0,0.16839,0,0.10719,0,0.01427,1,0.0015,1,0.58077,0,0.4012,0,0.0096,0,0.20174,0,0.00818,0.00791,3519,60.69688,57.97662,0.03012,0.79037,0.56982,0.9997,0.46941
4021002002,21,0.21327,0,0.96708,0,0.13272,0,0.3281,0,0.13364,0,0.03911,0,0.10905,0,0.4614,0,0.27444,0,0.0258,0,0.0,1,0.00144,0.00406,7944,49.93464,159.08796,0.01699,0.60284,0.5864,0.0,0.52162
4021002003,21,0.24622,0,0.81162,0,0.22464,0,0.30288,0,0.10326,0,0.0,1,0.0408,1,0.84215,0,0.08807,0,0.00657,0,0.76418,0,0.01329,0.0021,4096,9.94488,411.87012,0.06201,0.63324,0.60719,0.0,0.53274
4021002101,21,0.06145,0,0.96659,0,0.18733,0,0.2155,0,0.0886,0,0.0,1,0.00826,1,0.40696,0,0.51345,0,0.01866,0,0.53053,0,0.00469,0.0131,7966,10.21319,779.97196,0.03841,0.66654,0.58237,1.0,0.59832
4021002102,21,0.20364,1,0.98845,0,0.22441,0,0.25557,0,0.07484,0,0.01115,1,0.01274,1,0.46497,0,0.50557,0,0.0026,0,0.12724,0,0.00429,0.00299,1320,173.63855,7.602,0.0303,0.6673,0.60631,1.0,0.55981
4021002103,21,0.02804,0,0.98003,0,0.15589,0,0.14183,0,0.07651,0,0.0019,1,0.02982,1,0.36747,0,0.54232,0,0.01663,0,0.10347,0,0.00438,0.0193,5143,834.35,6.16408,0.0245,0.67203,0.59846,0.99942,0.53735
4021002200,21,0.09681,0,0.9593,0,0.30203,0,0.10914,1,0.00817,1,0.0,1,0.0,1,0.38755,0,0.55895,0,0.01263,0,0.0,1,0.00781,0.02119,5250,1483.86581,3.53806,0.01543,0.66516,0.66319,0.0,0.57938
4021002300,21,0.02014,0,0.93366,0,0.19005,0,0.15055,0,0.1057,0,0.01853,1,0.00618,1,0.43843,0,0.46858,0,0.00671,0,0.0,1,0.01103,0.01236,2420,980.22902,2.46881,0.01033,0.66667,0.69997,0.99463,0.58579
4021002400,21,0.08388,0,0.92512,0,0.27337,0,0.2481,0,0.06775,0,0.0,1,0.0,1,0.72702,0,0.25872,0,0.00631,0,0.0,1,0.00885,0.0123,1997,1545.41203,1.29221,0.02103,0.66808,0.69695,0.33333,0.62726
4021941200,21,0.02076,0,0.69182,0,0.12559,0,0.50636,0,0.08767,0,0.00321,1,0.00214,1,0.07627,0,0.03867,0,0.01358,0,0.44209,0,0.06216,0.01854,6041,497.03889,12.15398,0.93097,0.2292,0.245,0.74244,0.2438
4021941300,21,0.00788,1,0.67077,0,0.09524,0,0.61957,0,0.18721,0,0.0,1,0.0,1,0.04951,1,0.04435,1,0.00454,0,0.22988,0,0.00113,0.00952,2730,633.41769,4.30995,0.93004,0.2408,0.29041,0.70898,0.28853
4021941400,21,0.07836,0,0.88822,0,0.17135,0,0.24896,0,0.14515,0,0.0,1,0.03089,1,0.36847,0,0.36564,0,0.01877,0,0.43819,0,0.06531,0.0191,8497,1896.71234,4.47986,0.177,0.5974,0.54752,0.98463,0.52622
