Unnamed: 0,county_code,name,address,lat,lon
1,27,,6480 E HIGHWAY 95 YUMA AZ 85365,32.70009,-114.52496
2,27,,2200 W 28TH ST YUMA AZ 85364,32.67785,-114.64688
3,27,,240 W CANAL STREET SOMERTON AZ 85350,32.60364,-114.71165
4,27,,6390 E. 26TH ST. YUMA AZ 85365,32.682,-114.52434
5,27,,1075 N 6TH AVE SAN LUIS AZ 85349,32.49654,-114.76885
6,27,,197 S MAIN STREET YUMA AZ 85364,32.72441,-114.61757
7,27,,1440 W DESERT HILLS DRIVE YUMA AZ 85365,32.66176,-114.63775
8,27,,2350 Avenue 7 1/2 E Yuma AZ 85365,32.68559,-114.50635
9,27,,300 S. 13TH AVENUE YUMA AZ 85364,32.72123,-114.63642
10,27,,11545 E 40TH STREET YUMA AZ 85367,32.65504,-114.43665
11,27,,1015 N MAIN STREET SAN LUIS AZ 85349,32.49906,-114.78553
12,27,,1090 E UNION STREET SAN LUIS AZ 85349,32.49858,-114.77435
13,27,,11711 WILLIAM ST WELLTON AZ 85356,32.67004,-114.14216
14,27,,6480 E HIGHWAY 95 YUMA AZ 85365,32.70009,-114.52496
15,27,,2200 W 28TH ST YUMA AZ 85364,32.67785,-114.64688
16,27,,240 W CANAL STREET SOMERTON AZ 85350,32.60364,-114.71165
17,27,,6390 E. 26TH ST. YUMA AZ 85365,32.682,-114.52434
18,27,,1075 N 6TH AVE SAN LUIS AZ 85349,32.49654,-114.76885
19,27,,197 S MAIN STREET YUMA AZ 85364,32.72441,-114.61757
20,27,,1440 W DESERT HILLS DRIVE YUMA AZ 85365,32.66176,-114.63775
21,27,,2350 Avenue 7 1/2 E Yuma AZ 85365,32.68559,-114.50635
22,27,,300 S. 13TH AVENUE YUMA AZ 85364,32.72123,-114.63642
23,27,,11545 E 40TH STREET YUMA AZ 85367,32.65504,-114.43665
24,27,,1015 N MAIN STREET SAN LUIS AZ 85349,32.49906,-114.78553
25,27,,1090 E UNION STREET SAN LUIS AZ 85349,32.49858,-114.77435
26,27,,11711 WILLIAM ST WELLTON AZ 85356,32.67004,-114.14216
27,27,,6480 E HIGHWAY 95 YUMA AZ 85365,32.70009,-114.52496
28,27,,2200 W 28TH ST YUMA AZ 85364,32.67785,-114.64688
29,27,,240 W CANAL STREET SOMERTON AZ 85350,32.60364,-114.71165
30,27,,6390 E. 26TH ST. YUMA AZ 85365,32.682,-114.52434
31,27,,1075 N 6TH AVE SAN LUIS AZ 85349,32.49654,-114.76885
32,27,,197 S MAIN STREET YUMA AZ 85364,32.72441,-114.61757
33,27,,1440 W DESERT HILLS DRIVE YUMA AZ 85365,32.66176,-114.63775
34,27,,2350 Avenue 7 1/2 E Yuma AZ 85365,32.68559,-114.50635
35,27,,300 S. 13TH AVENUE YUMA AZ 85364,32.72123,-114.63642
36,27,,11545 E 40TH STREET YUMA AZ 85367,32.65504,-114.43665
37,27,,1015 N MAIN STREET SAN LUIS AZ 85349,32.49906,-114.78553
38,27,,1090 E UNION STREET SAN LUIS AZ 85349,32.49858,-114.77435
39,27,,11711 WILLIAM ST WELLTON AZ 85356,32.67004,-114.14216
40,27,,6480 E HIGHWAY 95 YUMA AZ 85365,32.70009,-114.52496
41,27,,2200 W 28TH ST YUMA AZ 85364,32.67785,-114.64688
42,27,,240 W CANAL STREET SOMERTON AZ 85350,32.60364,-114.71165
43,27,,6390 E. 26TH ST. YUMA AZ 85365,32.682,-114.52434
44,27,,1075 N 6TH AVE SAN LUIS AZ 85349,32.49654,-114.76885
45,27,,197 S MAIN STREET YUMA AZ 85364,32.72441,-114.61757
46,27,,1440 W DESERT HILLS DRIVE YUMA AZ 85365,32.66176,-114.63775
47,27,,2350 Avenue 7 1/2 E Yuma AZ 85365,32.68559,-114.50635
48,27,,300 S. 13TH AVENUE YUMA AZ 85364,32.72123,-114.63642
49,27,,11545 E 40TH STREET YUMA AZ 85367,32.65504,-114.43665
50,27,,1015 N MAIN STREET SAN LUIS AZ 85349,32.49906,-114.78553
51,27,,1090 E UNION STREET SAN LUIS AZ 85349,32.49858,-114.77435
52,27,,11711 WILLIAM ST WELLTON AZ 85356,32.67004,-114.14216
53,27,,6480 E HIGHWAY 95 YUMA AZ 85365,32.70009,-114.52496
54,27,,2200 W 28TH ST YUMA AZ 85364,32.67785,-114.64688
55,27,,240 W CANAL STREET SOMERTON AZ 85350,32.60364,-114.71165
56,27,,6390 E. 26TH ST. YUMA AZ 85365,32.682,-114.52434
57,27,,1075 N 6TH AVE SAN LUIS AZ 85349,32.49654,-114.76885
58,27,,197 S MAIN STREET YUMA AZ 85364,32.72441,-114.61757
59,27,,1440 W DESERT HILLS DRIVE YUMA AZ 85365,32.66176,-114.63775
60,27,,2350 Avenue 7 1/2 E Yuma AZ 85365,32.68559,-114.50635
61,27,,300 S. 13TH AVENUE YUMA AZ 85364,32.72123,-114.63642
62,27,,11545 E 40TH STREET YUMA AZ 85367,32.65504,-114.43665
63,27,,1015 N MAIN STREET SAN LUIS AZ 85349,32.49906,-114.78553
64,27,,1090 E UNION STREET SAN LUIS AZ 85349,32.49858,-114.77435
65,27,,11711 WILLIAM ST WELLTON AZ 85356,32.67004,-114.14216
66,27,,6480 E HIGHWAY 95 YUMA AZ 85365,32.70009,-114.52496
67,27,,2200 W 28TH ST YUMA AZ 85364,32.67785,-114.64688
68,27,,240 W CANAL STREET SOMERTON AZ 85350,32.60364,-114.71165
69,27,,6390 E. 26TH ST. YUMA AZ 85365,32.682,-114.52434
70,27,,1075 N 6TH AVE SAN LUIS AZ 85349,32.49654,-114.76885
71,27,,197 S MAIN STREET YUMA AZ 85364,32.72441,-114.61757
72,27,,1440 W DESERT HILLS DRIVE YUMA AZ 85365,32.66176,-114.63775
73,27,,2350 Avenue 7 1/2 E Yuma AZ 85365,32.68559,-114.50635
74,27,,300 S. 13TH AVENUE YUMA AZ 85364,32.72123,-114.63642
75,27,,11545 E 40TH STREET YUMA AZ 85367,32.65504,-114.43665
76,27,,1015 N MAIN STREET SAN LUIS AZ 85349,32.49906,-114.78553
77,27,,1090 E UNION STREET SAN LUIS AZ 85349,32.49858,-114.77435
78,27,,11711 WILLIAM ST WELLTON AZ 85356,32.67004,-114.14216
79,27,,6480 E HIGHWAY 95 YUMA AZ 85365,32.70009,-114.52496
80,27,,2200 W 28TH ST YUMA AZ 85364,32.67785,-114.64688
81,27,,240 W CANAL STREET SOMERTON AZ 85350,32.60364,-114.71165
82,27,,6390 E. 26TH ST. YUMA AZ 85365,32.682,-114.52434
83,27,,1075 N 6TH AVE SAN LUIS AZ 85349,32.49654,-114.76885
84,27,,197 S MAIN STREET YUMA AZ 85364,32.72441,-114.61757
85,27,,1440 W DESERT HILLS DRIVE YUMA AZ 85365,32.66176,-114.63775
86,27,,2350 Avenue 7 1/2 E Yuma AZ 85365,32.68559,-114.50635
87,27,,300 S. 13TH AVENUE YUMA AZ 85364,32.72123,-114.63642
88,27,,11545 E 40TH STREET YUMA AZ 85367,32.65504,-114.43665
89,27,,1015 N MAIN STREET SAN LUIS AZ 85349,32.49906,-114.78553
90,27,,1090 E UNION STREET SAN LUIS AZ 85349,32.49858,-114.77435
91,27,,11711 WILLIAM ST WELLTON AZ 85356,32.67004,-114.14216
92,27,,6480 E HIGHWAY 95 YUMA AZ 85365,32.70009,-114.52496
93,27,,2200 W 28TH ST YUMA AZ 85364,32.67785,-114.64688
94,27,,240 W CANAL STREET SOMERTON AZ 85350,32.60364,-114.71165
95,27,,6390 E. 26TH ST. YUMA AZ 85365,32.682,-114.52434
96,27,,1075 N 6TH AVE SAN LUIS AZ 85349,32.49654,-114.76885
97,27,,197 S MAIN STREET YUMA AZ 85364,32.72441,-114.61757
