Unnamed: 0,county_code,name,address,lat,lon
1,3,,4188 Double Adobe Rd Mcneal AZ 85617,31.46738,-109.68927
2,3,,"1415 Melody Lane, Bldg. B Bisbee AZ 85603",31.39135,-109.93002
3,3,,360 S. Patagonia Street Benson AZ 85602,31.96516,-110.30035
4,3,,201 Yuma St. Huachuca City AZ 85616,31.6445,-110.33565
5,3,,9222 Kings Ranch Road Hereford AZ 85615,31.40094,-110.17332
6,3,,225 Allen St. Tombstone AZ 85638,31.71315,-110.06905
7,3,,312 W. Stewart Willcox AZ 85643,32.25494,-109.83427
8,3,,5499 S. Moson Rd. Sierra Vista AZ 85650,31.46905,-110.18857
9,3,,800 Taylor Dr. Sierra Vista AZ 85635,31.56282,-110.30305
10,3,,315 W. 5th Street Bowie AZ 85605,32.32554,-109.49066
11,3,,10293 N. Central Hwy Elfrida AZ 85610,31.67929,-109.68693
12,3,,70 E. Patton St St. David AZ 85630,31.90627,-110.21993
13,3,,1519 Avenida Del Sol Sierra Vista AZ 85635,31.54131,-110.23959
14,3,,3225 St. Andrews Dr. Sierra Vista AZ 85650,31.51025,-110.26509
15,3,,345 E. 16th St. Douglas AZ 85607,31.34962,-109.55683
16,3,,551 S. J-Six Ranch Rd. Benson AZ 85603,31.95533,-110.43361
17,3,,1216 Treasure Rd Pearce AZ 85625,31.93369,-109.83205
18,3,,4188 Double Adobe Rd Mcneal AZ 85617,31.46738,-109.68927
19,3,,"1415 Melody Lane, Bldg. B Bisbee AZ 85603",31.39135,-109.93002
20,3,,360 S. Patagonia Street Benson AZ 85602,31.96516,-110.30035
21,3,,201 Yuma St. Huachuca City AZ 85616,31.6445,-110.33565
22,3,,9222 Kings Ranch Road Hereford AZ 85615,31.40094,-110.17332
23,3,,225 Allen St. Tombstone AZ 85638,31.71315,-110.06905
24,3,,312 W. Stewart Willcox AZ 85643,32.25494,-109.83427
25,3,,5499 S. Moson Rd. Sierra Vista AZ 85650,31.46905,-110.18857
26,3,,800 Taylor Dr. Sierra Vista AZ 85635,31.56282,-110.30305
27,3,,315 W. 5th Street Bowie AZ 85605,32.32554,-109.49066
28,3,,10293 N. Central Hwy Elfrida AZ 85610,31.67929,-109.68693
29,3,,70 E. Patton St St. David AZ 85630,31.90627,-110.21993
30,3,,1519 Avenida Del Sol Sierra Vista AZ 85635,31.54131,-110.23959
31,3,,3225 St. Andrews Dr. Sierra Vista AZ 85650,31.51025,-110.26509
32,3,,345 E. 16th St. Douglas AZ 85607,31.34962,-109.55683
33,3,,551 S. J-Six Ranch Rd. Benson AZ 85603,31.95533,-110.43361
34,3,,1216 Treasure Rd Pearce AZ 85625,31.93369,-109.83205
35,3,,4188 Double Adobe Rd Mcneal AZ 85617,31.46738,-109.68927
36,3,,"1415 Melody Lane, Bldg. B Bisbee AZ 85603",31.39135,-109.93002
37,3,,360 S. Patagonia Street Benson AZ 85602,31.96516,-110.30035
38,3,,201 Yuma St. Huachuca City AZ 85616,31.6445,-110.33565
39,3,,9222 Kings Ranch Road Hereford AZ 85615,31.40094,-110.17332
40,3,,225 Allen St. Tombstone AZ 85638,31.71315,-110.06905
41,3,,312 W. Stewart Willcox AZ 85643,32.25494,-109.83427
42,3,,5499 S. Moson Rd. Sierra Vista AZ 85650,31.46905,-110.18857
43,3,,800 Taylor Dr. Sierra Vista AZ 85635,31.56282,-110.30305
44,3,,315 W. 5th Street Bowie AZ 85605,32.32554,-109.49066
45,3,,10293 N. Central Hwy Elfrida AZ 85610,31.67929,-109.68693
46,3,,70 E. Patton St St. David AZ 85630,31.90627,-110.21993
47,3,,1519 Avenida Del Sol Sierra Vista AZ 85635,31.54131,-110.23959
48,3,,3225 St. Andrews Dr. Sierra Vista AZ 85650,31.51025,-110.26509
49,3,,345 E. 16th St. Douglas AZ 85607,31.34962,-109.55683
50,3,,551 S. J-Six Ranch Rd. Benson AZ 85603,31.95533,-110.43361
51,3,,1216 Treasure Rd Pearce AZ 85625,31.93369,-109.83205
52,3,,4188 Double Adobe Rd Mcneal AZ 85617,31.46738,-109.68927
53,3,,"1415 Melody Lane, Bldg. B Bisbee AZ 85603",31.39135,-109.93002
54,3,,360 S. Patagonia Street Benson AZ 85602,31.96516,-110.30035
55,3,,201 Yuma St. Huachuca City AZ 85616,31.6445,-110.33565
56,3,,9222 Kings Ranch Road Hereford AZ 85615,31.40094,-110.17332
57,3,,225 Allen St. Tombstone AZ 85638,31.71315,-110.06905
58,3,,312 W. Stewart Willcox AZ 85643,32.25494,-109.83427
59,3,,5499 S. Moson Rd. Sierra Vista AZ 85650,31.46905,-110.18857
60,3,,800 Taylor Dr. Sierra Vista AZ 85635,31.56282,-110.30305
61,3,,315 W. 5th Street Bowie AZ 85605,32.32554,-109.49066
62,3,,10293 N. Central Hwy Elfrida AZ 85610,31.67929,-109.68693
63,3,,70 E. Patton St St. David AZ 85630,31.90627,-110.21993
64,3,,1519 Avenida Del Sol Sierra Vista AZ 85635,31.54131,-110.23959
65,3,,3225 St. Andrews Dr. Sierra Vista AZ 85650,31.51025,-110.26509
66,3,,345 E. 16th St. Douglas AZ 85607,31.34962,-109.55683
67,3,,551 S. J-Six Ranch Rd. Benson AZ 85603,31.95533,-110.43361
68,3,,1216 Treasure Rd Pearce AZ 85625,31.93369,-109.83205
69,3,,4188 Double Adobe Rd Mcneal AZ 85617,31.46738,-109.68927
70,3,,"1415 Melody Lane, Bldg. B Bisbee AZ 85603",31.39135,-109.93002
71,3,,360 S. Patagonia Street Benson AZ 85602,31.96516,-110.30035
72,3,,201 Yuma St. Huachuca City AZ 85616,31.6445,-110.33565
73,3,,9222 Kings Ranch Road Hereford AZ 85615,31.40094,-110.17332
74,3,,225 Allen St. Tombstone AZ 85638,31.71315,-110.06905
75,3,,312 W. Stewart Willcox AZ 85643,32.25494,-109.83427
76,3,,5499 S. Moson Rd. Sierra Vista AZ 85650,31.46905,-110.18857
77,3,,800 Taylor Dr. Sierra Vista AZ 85635,31.56282,-110.30305
78,3,,315 W. 5th Street Bowie AZ 85605,32.32554,-109.49066
79,3,,10293 N. Central Hwy Elfrida AZ 85610,31.67929,-109.68693
80,3,,70 E. Patton St St. David AZ 85630,31.90627,-110.21993
81,3,,1519 Avenida Del Sol Sierra Vista AZ 85635,31.54131,-110.23959
82,3,,3225 St. Andrews Dr. Sierra Vista AZ 85650,31.51025,-110.26509
83,3,,345 E. 16th St. Douglas AZ 85607,31.34962,-109.55683
84,3,,551 S. J-Six Ranch Rd. Benson AZ 85603,31.95533,-110.43361
85,3,,1216 Treasure Rd Pearce AZ 85625,31.93369,-109.83205
86,3,,4188 Double Adobe Rd Mcneal AZ 85617,31.46738,-109.68927
87,3,,"1415 Melody Lane, Bldg. B Bisbee AZ 85603",31.39135,-109.93002
88,3,,360 S. Patagonia Street Benson AZ 85602,31.96516,-110.30035
89,3,,201 Yuma St. Huachuca City AZ 85616,31.6445,-110.33565
90,3,,9222 Kings Ranch Road Hereford AZ 85615,31.40094,-110.17332
91,3,,225 Allen St. Tombstone AZ 85638,31.71315,-110.06905
92,3,,312 W. Stewart Willcox AZ 85643,32.25494,-109.83427
93,3,,5499 S. Moson Rd. Sierra Vista AZ 85650,31.46905,-110.18857
94,3,,800 Taylor Dr. Sierra Vista AZ 85635,31.56282,-110.30305
95,3,,315 W. 5th Street Bowie AZ 85605,32.32554,-109.49066
96,3,,10293 N. Central Hwy Elfrida AZ 85610,31.67929,-109.68693
97,3,,70 E. Patton St St. David AZ 85630,31.90627,-110.21993
98,3,,1519 Avenida Del Sol Sierra Vista AZ 85635,31.54131,-110.23959
99,3,,3225 St. Andrews Dr. Sierra Vista AZ 85650,31.51025,-110.26509
100,3,,345 E. 16th St. Douglas AZ 85607,31.34962,-109.55683
101,3,,551 S. J-Six Ranch Rd. Benson AZ 85603,31.95533,-110.43361
102,3,,1216 Treasure Rd Pearce AZ 85625,31.93369,-109.83205
103,3,,4188 Double Adobe Rd Mcneal AZ 85617,31.46738,-109.68927
104,3,,"1415 Melody Lane, Bldg. B Bisbee AZ 85603",31.39135,-109.93002
105,3,,360 S. Patagonia Street Benson AZ 85602,31.96516,-110.30035
106,3,,201 Yuma St. Huachuca City AZ 85616,31.6445,-110.33565
107,3,,9222 Kings Ranch Road Hereford AZ 85615,31.40094,-110.17332
108,3,,225 Allen St. Tombstone AZ 85638,31.71315,-110.06905
109,3,,312 W. Stewart Willcox AZ 85643,32.25494,-109.83427
110,3,,5499 S. Moson Rd. Sierra Vista AZ 85650,31.46905,-110.18857
111,3,,800 Taylor Dr. Sierra Vista AZ 85635,31.56282,-110.30305
112,3,,315 W. 5th Street Bowie AZ 85605,32.32554,-109.49066
113,3,,10293 N. Central Hwy Elfrida AZ 85610,31.67929,-109.68693
114,3,,70 E. Patton St St. David AZ 85630,31.90627,-110.21993
115,3,,1519 Avenida Del Sol Sierra Vista AZ 85635,31.54131,-110.23959
116,3,,3225 St. Andrews Dr. Sierra Vista AZ 85650,31.51025,-110.26509
117,3,,345 E. 16th St. Douglas AZ 85607,31.34962,-109.55683
118,3,,551 S. J-Six Ranch Rd. Benson AZ 85603,31.95533,-110.43361
119,3,,1216 Treasure Rd Pearce AZ 85625,31.93369,-109.83205
120,3,,4188 Double Adobe Rd Mcneal AZ 85617,31.46738,-109.68927
121,3,,"1415 Melody Lane, Bldg. B Bisbee AZ 85603",31.39135,-109.93002
122,3,,360 S. Patagonia Street Benson AZ 85602,31.96516,-110.30035
123,3,,201 Yuma St. Huachuca City AZ 85616,31.6445,-110.33565
124,3,,9222 Kings Ranch Road Hereford AZ 85615,31.40094,-110.17332
125,3,,225 Allen St. Tombstone AZ 85638,31.71315,-110.06905
126,3,,312 W. Stewart Willcox AZ 85643,32.25494,-109.83427
127,3,,5499 S. Moson Rd. Sierra Vista AZ 85650,31.46905,-110.18857
128,3,,800 Taylor Dr. Sierra Vista AZ 85635,31.56282,-110.30305
129,3,,315 W. 5th Street Bowie AZ 85605,32.32554,-109.49066
130,3,,10293 N. Central Hwy Elfrida AZ 85610,31.67929,-109.68693
131,3,,70 E. Patton St St. David AZ 85630,31.90627,-110.21993
132,3,,1519 Avenida Del Sol Sierra Vista AZ 85635,31.54131,-110.23959
133,3,,3225 St. Andrews Dr. Sierra Vista AZ 85650,31.51025,-110.26509
134,3,,345 E. 16th St. Douglas AZ 85607,31.34962,-109.55683
135,3,,551 S. J-Six Ranch Rd. Benson AZ 85603,31.95533,-110.43361
136,3,,1216 Treasure Rd Pearce AZ 85625,31.93369,-109.83205
137,3,,4188 Double Adobe Rd Mcneal AZ 85617,31.46738,-109.68927
